Player,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
KyleKNevinNevinB,LAD,1,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
KevinKNewmanNewmanSS,LAA,616,2058,230,539,100,12,26,199,119,277.0,46,15,0.262,.305,0.36,.665
TomsTNidoNidoC,DET,323,877,89,184,34,1,17,86,39,245.0,1,0,0.21,.245,0.309,.554
RyanRNodaNodaDH,LAA,3,4,2,1,1,0,0,0,4,2.0,0,0,0.25,0.625,0.5,1.125
JhonkensyJNoelNoelRF,CLE,67,179,25,39,7,1,13,28,13,63.0,0,0,0.218,.288,0.486,.774
AustinANolaNolaB,COL,3,7,2,2,0,0,0,0,0,3.0,0,0,0.286,0.286,0.286,0.572
LarsLNootbaarNootbaarLF,STL,2,4,0,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
ConnorCNorbyNorbyB,MIA,45,178,32,42,9,0,9,20,15,64.0,3,3,0.236,.294,0.438,.732
JacobJNottinghamNottinghamC,SEA,53,114,16,21,3,0,8,23,11,50.0,0,0,0.184,.277,0.421,.698
RainerRNunezNunezX,TOR,2,2,0,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
DomDNuezNuezDH,CLE,2,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.25,0.0,0.25
MalcomMNuezNuezB,PIT,2,4,1,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
NasimNNuezNuezSS,WSH,51,61,14,15,1,0,0,1,12,15.0,8,2,0.246,.370,0.262,.632
EthanEODonnellODonnellCF,CIN,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
RyanROHearnOHearnB,BAL,596,1749,207,427,83,9,67,250,159,438.0,8,3,0.244,.309,0.417,.726
LoganLOHoppeOHoppeC,LAA,192,675,88,164,23,1,34,87,49,206.0,2,4,0.243,.303,0.431,.734
BrianBOKeefeOKeefeC,KC,10,22,0,3,2,0,0,2,3,9.0,0,0,0.136,.240,0.227,.467
TylerTONeillONeillRF,BAL,1,0,1,0,0,0,0,0,2,0.0,0,0,0.0,1.0,0.0,1.0
NehomarNOchoaJrOchoaLF,HOU,1,1,0,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
KeshawnKOgansOgansB,ATL,2,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
ChristianCOlivoOlivoLF,CHC,3,4,1,1,1,0,0,0,0,0.0,0,0,0.25,0.25,0.5,0.75
MattMOlsonOlsonB,ATL,1061,3872,614,985,209,5,259,713,522,1062.0,8,2,0.254,.349,0.512,.861
JonathanJOrnelasOrnelasSS,TEX,4,9,1,2,0,0,0,2,0,2.0,0,0,0.222,0.222,0.222,0.444
RafaelROrtegaOrtegaLF,NYM,2,5,1,1,0,0,0,0,0,2.0,0,0,0.2,0.2,0.2,0.4
JoeyJOrtizOrtizSS,MIL,2,4,1,0,0,0,0,0,1,1.0,0,0,0.0,0.2,0.0,0.2
AlejandroAOsunaOsunaRF,TEX,5,7,0,1,0,0,0,1,1,0.0,1,0,0.143,0.222,0.143,0.365
JamesJOutmanOutmanCF,LAD,208,632,104,146,22,3,28,84,86,243.0,18,4,0.231,.337,0.408,.745
CristianCPachePacheCF,AZ,4,4,0,1,0,0,0,1,1,1.0,0,0,0.25,0.4,0.25,0.65
AndyAPagesPagesCF,LAD,116,403,65,100,23,1,13,46,29,108.0,1,2,0.248,.305,0.407,.712
CharlieCPagliariniPagliariniB,SEA,1,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
PedroPPagsPagsC,STL,68,202,19,48,3,2,7,27,13,58.0,2,0,0.238,.281,0.376,.657
JoshuaJPalaciosPalaciosLF,PIT,1,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
RichieRPalaciosPalaciosB,TB,178,469,62,109,20,1,11,47,60,98.0,23,1,0.232,.327,0.35,.677
MiguelMPalmaPalmaC,HOU,2,5,1,1,0,0,0,1,1,1.0,0,0,0.2,0.333,0.2,0.533
RonaikerRPalmaPalmaC,COL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
StephenSPaoliniPaoliniLF,ATL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KevinKParadaParadaX,NYM,2,3,1,1,0,0,0,0,1,2.0,0,0,0.333,0.5,0.333,0.833
IsaacIParedesParedesB,HOU,464,1537,197,357,72,2,72,234,196,311.0,2,2,0.232,.333,0.422,.755
KyrenKParisParisB,LAA,36,91,8,10,2,0,1,6,11,34.0,4,0,0.11,.214,0.165,.379
VinnieVPasquantinoPasquantinoB,KC,264,985,113,263,57,2,38,149,100,136.0,2,0,0.267,.335,0.445,.780
GrahamGPauleyPauleyB,MIA,13,32,4,4,0,0,2,5,0,15.0,0,0,0.125,.125,0.313,.438
EddinsonEPaulinoPaulinoB,TOR,1,2,0,1,1,0,0,0,0,1.0,0,0,0.5,0.5,1.0,1.5
BraylonBPaynePayneCF,MIL,1,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TaiTPeetePeeteCF,SEA,2,4,2,1,0,0,0,1,1,2.0,1,0,0.25,0.4,0.25,0.65
LioverLPegueroPegueroSS,PIT,63,211,21,50,5,1,7,28,12,72.0,6,2,0.237,.280,0.37,.650
OswaldOPerazaPerazaB,NYY,74,232,25,50,11,0,4,17,20,62.0,6,3,0.216,.297,0.315,.612
AngelAPerdomoPerdomoP,ATL,22,0,0,0,0,0,0,0,0,0.0,0,0,0.0,.000,0.0,.000
JhonnyJPeredaPeredaC,ATH,20,39,2,9,0,0,0,4,0,10.0,0,0,0.231,.250,0.231,.481
SalvadorSPerezPerezDH,KC,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
YonathanYPerlazaPerlazaRF,SD,4,6,0,1,0,0,0,1,1,2.0,0,0,0.167,0.286,0.167,0.453
VincentVPerozoPerozoX,NYM,1,0,1,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
TristanTPetersPetersRF,TB,3,5,1,2,0,0,0,0,0,1.0,0,1,0.4,0.4,0.4,0.8
TommyTPhamPhamLF,PIT,1,2,0,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
KevinKPillarPillarDH,TEX,1,3,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AndrewAPinckneyPinckneyRF,WSH,3,7,1,2,0,1,0,2,0,1.0,1,0,0.286,0.286,0.571,0.857
JackJPinedaPinedaB,KC,2,2,0,2,0,1,0,1,0,0.0,0,1,1.0,1.0,2.0,3.0
LeandroLPinedaPinedaLF,PHI,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
RenRPintoPintoC,AZ,83,225,20,52,9,0,10,32,8,87.0,0,0,0.231,.263,0.404,.667
KennyKPiperPiperC,TB,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
DominicDPitelliPitelliSS,CIN,1,1,1,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
LoganLPorterPorterC,SF,11,31,4,6,1,0,1,3,5,11.0,0,0,0.194,.324,0.323,.647
AnthonyAPratoPratoB,MIN,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
CooperCPrattPrattSS,MIL,3,7,1,4,3,0,0,3,0,0.0,0,0,0.571,0.571,1.0,1.571
NickNPrattoPrattoRF,KC,3,6,0,1,1,0,0,3,3,2.0,1,0,0.167,0.444,0.333,0.777
ReginaldRPreciadoPreciadoLF,CHC,1,2,1,1,0,0,0,0,0,1.0,0,0,0.5,0.5,0.5,1.0
CollinCPricePriceC,HOU,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
MicahMPriesPriesB,CLE,3,5,0,2,1,0,0,0,1,2.0,0,1,0.4,0.5,0.6,1.1
CsarCPrietoPrietoB,STL,3,3,2,1,1,0,0,0,0,1.0,0,0,0.333,0.333,0.667,1.0
MichaelMProseckyProseckyP,COL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
CarlosCPrezPrezB,CHC,5,5,1,0,0,0,0,0,2,2.0,0,0,0.0,0.286,0.0,0.286
WenceelWPrezPrezRF,DET,112,389,51,94,16,6,9,37,32,92.0,9,5,0.242,.300,0.383,.683
EdgarEQueroQueroC,CWS,2,3,0,1,0,0,0,0,0,1.0,0,0,0.333,0.333,0.333,0.666
GeraldoGQuinteroQuinteroLF,ATL,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
NelsonNRadaRadaCF,LAA,4,5,2,2,0,0,0,4,2,1.0,0,0,0.4,0.625,0.4,1.025
CalCRaleighRaleighC,SEA,464,1568,203,342,71,2,93,251,169,508.0,7,1,0.218,.296,0.444,.740
LukeLRaleyRaleyB,SEA,1,3,1,1,0,0,0,0,0,2.0,1,0,0.333,0.333,0.333,0.666
AgustinARamirezRamirezC,MIA,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
GermanGRamirezRamirezDH,HOU,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
AlexARamrezRamrezRF,NYM,3,8,0,2,0,0,0,0,0,4.0,0,0,0.25,0.25,0.25,0.5
JosJRamrezRamrezB,CLE,1451,5377,898,1500,364,40,255,864,600,728.0,243,55,0.279,.352,0.504,.856
NickNRaposoRaposoC,SEA,2,4,0,0,0,0,0,0,0,3.0,0,0,0.0,0.0,0.0,0.0
JohnJRaveRaveCF,KC,2,4,1,2,0,1,0,2,1,1.0,1,0,0.5,0.6,1.0,1.6
JaksonJReetzReetzX,NYM,3,4,3,1,0,0,0,0,1,1.0,0,0,0.25,0.5,0.25,0.75
RobRRefsnyderRefsnyderDH,BOS,1,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
HunterHRenfroeRenfroeDH,KC,3,6,0,1,1,0,0,0,1,2.0,0,0,0.167,0.286,0.333,0.619
PabloPReyesReyesB,NYY,234,521,72,129,25,2,8,54,45,104.0,13,6,0.248,.309,0.349,.658
BryanBReynoldsReynoldsRF,PIT,2,5,1,1,1,0,0,0,0,2.0,0,0,0.2,0.2,0.4,0.6
BenBRiceRiceC,NYY,2,6,1,2,0,0,0,1,0,2.0,0,0,0.333,0.333,0.333,0.666
CalebCRickettsRickettsC,PHI,1,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,1.0
AustinARileyRileyB,ATL,719,2728,426,742,148,10,153,429,237,783.0,5,4,0.272,.338,0.502,.840
AlbertoARiosRiosC,LAA,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
LukeLRitterRitterRF,NYM,2,5,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
RyanRRitterRitterSS,COL,3,2,2,1,0,0,0,1,1,1.0,0,0,0.5,0.667,0.5,1.167
JeremyJRivasRivasB,STL,3,2,0,0,0,0,0,0,1,0.0,0,0,0.0,0.333,0.0,0.333
LeoLRivasRivasSS,SEA,43,73,10,17,1,1,0,8,10,24.0,3,0,0.233,.333,0.274,.607
SebastinSRiveroRiveroC,LAA,34,66,3,11,2,0,0,4,5,25.0,0,0,0.167,.236,0.197,.433
LuisLRobertJrRobertCF,CWS,467,1796,266,480,103,2,88,245,109,524.0,69,16,0.267,.316,0.474,.790
KaiKRobertsRobertsRF,SD,1,2,1,1,0,0,0,1,0,1.0,0,0,0.5,0.5,0.5,1.0
WillWRobertsonRobertsonRF,TOR,1,2,1,1,0,0,0,0,0,1.0,0,0,0.5,0.5,0.5,1.0
TylerTRobertsonRobertsonCF,SD,2,2,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
ChuckieCRobinsonRobinsonC,LAA,51,129,5,17,2,0,2,5,5,37.0,0,0,0.132,.170,0.194,.364
KristianKRobinsonRobinsonRF,AZ,4,4,1,0,0,0,0,0,0,3.0,0,0,0.0,0.0,0.0,0.0
VictorVRoblesRoblesCF,SEA,607,1839,254,455,98,11,35,182,130,471.0,100,26,0.247,.321,0.37,.691
BrayanBRocchioRocchioSS,CLE,166,464,59,99,24,0,8,44,48,117.0,10,6,0.213,.295,0.317,.612
BrockBRoddenRoddenB,SEA,3,6,1,2,0,0,0,2,2,2.0,0,0,0.333,0.5,0.333,0.833
AlanARodenRodenRF,TOR,3,3,2,2,2,0,0,1,2,0.0,0,0,0.667,0.833,1.333,2.166
CarlosDCRodriguezRodriguezCF,ATL,2,3,1,1,0,0,0,0,1,0.0,0,0,0.333,0.5,0.333,0.833
HectorHRodriguezRodriguezLF,CIN,2,3,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
JesusJRodriguezRodriguezX,NYY,3,4,0,2,0,0,0,0,1,0.0,1,0,0.5,0.6,0.5,1.1
JohnathanJRodriguezRodriguezLF,CLE,2,2,0,0,0,0,0,0,2,0.0,0,1,0.0,0.5,0.0,0.5
RamnRRodrguezRodriguezC,MIL,1,2,0,1,0,0,0,0,0,1.0,0,0,0.5,0.5,0.5,1.0
YopheryYRodriguezRodriguezCF,MIL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
EndyERodrguezRodrguezC,PIT,57,186,27,41,7,2,3,13,17,49.0,0,0,0.22,.284,0.328,.612
JulioJRodrguezRodrguezCF,SEA,430,1732,262,480,79,5,80,246,125,476.0,86,22,0.277,.334,0.467,.801
JakeJRogersRogersC,DET,282,866,118,175,35,4,41,110,74,314.0,3,1,0.202,.269,0.394,.663
JohanJRojasRojasDH,PHI,2,5,2,1,0,0,0,1,0,2.0,0,0,0.2,0.333,0.2,0.533
JoshJRojasRojasB,CWS,570,1862,256,460,100,6,34,189,211,481.0,59,14,0.247,.323,0.362,.685
MiguelMRojasRojasB,LAD,3,7,1,4,1,0,0,2,1,0.0,0,0,0.571,0.625,0.714,1.339
DrewDRomoRomoC,COL,16,51,4,9,3,0,0,6,2,18.0,0,1,0.176,.208,0.235,.443
BrentBRookerRookerDH,ATH,2,4,0,0,0,0,0,1,1,3.0,0,0,0.0,0.167,0.0,0.167
BenBRortvedtRortvedtC,TB,183,447,41,89,15,0,8,42,51,136.0,1,0,0.199,.288,0.286,.574
AmedARosarioRosarioSS,WSH,2,4,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
KalaiKRosarioRosarioLF,MIN,2,2,1,1,1,0,0,1,0,1.0,0,0,0.5,0.333,1.0,1.333
JakeJRuckerRuckerB,MIN,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
EsteuryERuizRuizX,ATH,4,6,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
KeibertKRuizRuizC,WSH,406,1472,145,366,70,0,42,176,83,174.0,10,3,0.249,.296,0.382,.678
TJTRumfieldRumfieldB,NYY,3,8,0,1,0,0,0,0,0,3.0,0,0,0.125,0.125,0.125,0.25
DaltonDRushingRushingC,LAD,4,4,1,0,0,0,0,0,3,2.0,0,0,0.0,0.556,0.0,0.556
AdleyARutschmanRutschmanC,BAL,415,1557,222,407,87,3,52,201,215,290.0,6,2,0.261,.351,0.421,.772
AaronASabatoSabatoB,MIN,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
BlakeBSabolSabolC,BOS,121,342,39,83,12,0,13,45,29,126.0,4,2,0.243,.313,0.392,.705
ThomasTSaggeseSaggeseB,STL,18,49,5,10,2,0,1,4,2,14.0,0,0,0.204,.250,0.306,.556
EthanESalasSalasX,SD,3,4,1,1,1,0,0,1,2,0.0,0,0,0.25,0.5,0.5,1.0
CsarCSalazarSalazarC,HOU,25,43,6,10,2,0,0,8,3,12.0,0,0,0.233,.300,0.279,.579
RomeoRSanabriaSanabriaB,SD,2,4,1,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
JavierJSanojaSanojaB,MIA,15,35,3,8,2,0,0,2,1,4.0,0,0,0.229,.250,0.286,.536
CarlosCSantanaSantanaB,CLE,2080,7400,1058,1789,393,17,324,1082,1278,1449.0,58,18,0.242,.354,0.431,.785
ShaneSSasakiSasakiRF,MIA,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
NolanNSchanuelSchanuelB,LAA,176,628,81,160,22,0,14,60,88,122.0,10,1,0.255,.354,0.357,.711
CaseyCSchmittSchmittB,SF,130,360,39,79,19,1,11,46,17,90.0,2,1,0.219,.264,0.369,.633
DanielDSchneemannSchneemannSS,CLE,73,193,17,42,10,2,5,22,25,70.0,3,2,0.218,.303,0.368,.671
DavisDSchneiderSchneiderLF,TOR,170,513,71,108,31,2,21,66,68,187.0,7,0,0.211,.311,0.402,.713
RJRSchreckSchreckLF,TOR,3,6,0,1,0,0,0,0,1,0.0,0,0,0.167,0.286,0.167,0.453
MaxMSchuemannSchuemannSS,ATH,133,396,55,87,14,0,7,34,47,119.0,14,1,0.22,.311,0.308,.619
AaronASchunkSchunkSS,COL,4,7,2,0,0,0,0,0,1,4.0,0,0,0.0,0.125,0.0,0.125
KyleKSchwarberSchwarberDH,PHI,1129,3940,689,905,152,12,284,652,656,1330.0,27,17,0.23,.343,0.491,.834
CoreyCSeagerSeagerSS,TEX,1029,3964,641,1151,251,13,200,617,415,788.0,18,8,0.29,.360,0.512,.872
AnthonyASeiglerSeiglerB,MIL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MarcusMSemienSemienB,TEX,1502,5895,906,1505,307,35,238,739,581,1212.0,128,39,0.255,.323,0.44,.763
HaydenHSengerSengerC,NYM,2,4,1,1,0,0,0,0,0,1.0,0,0,0.25,0.25,0.25,0.5
JaredJSernaSernaSS,MIA,1,2,0,1,0,0,0,0,0,0.0,0,0,0.5,0.5,0.5,1.0
BrianBServenServenC,DET,101,273,25,51,9,1,6,20,18,76.0,0,0,0.187,.247,0.293,.540
AnthonyAServideoServideoSS,BAL,1,1,0,0,0,0,0,0,1,0.0,0,0,0.0,0.5,0.0,0.5
BobBSeymourSeymourB,TB,2,2,0,0,0,0,0,0,1,1.0,0,0,0.0,0.333,0.0,0.333
ColbyCShadeShadeLF,MIA,2,4,1,3,1,0,0,1,0,0.0,0,0,0.75,0.75,1.0,1.75
GavinGSheetsSheetsDH,SD,4,8,1,2,2,0,0,2,0,2.0,0,0,0.25,0.25,0.5,0.75
AustinAShentonShentonB,SEA,19,42,3,9,5,0,1,3,8,14.0,0,0,0.214,.340,0.405,.745
BradenBShewmakeShewmakeB,NYY,2,5,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
ZackZShortShortSS,HOU,3,7,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
DaltonDShuffieldShuffieldCF,MIN,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
MichaelMSianiSianiCF,STL,141,327,44,72,7,2,2,20,22,100.0,21,5,0.22,.275,0.272,.547
PhillipPSikesSikesRF,BOS,1,1,1,1,0,0,0,0,0,0.0,0,0,1.0,1.0,1.0,2.0
RonnyRSimonSimonB,MIA,2,2,1,0,0,0,0,0,1,1.0,1,0,0.0,0.333,0.0,0.333
ChandlerCSimpsonSimpsonCF,TB,3,6,2,4,0,0,0,0,0,0.0,2,0,0.667,0.667,0.667,1.334
JonJSingletonSingletonB,HOU,269,803,105,159,31,1,29,104,120,285.0,3,3,0.198,.301,0.347,.648
ChanceCSiscoSiscoC,STL,196,517,61,102,24,0,16,54,62,196.0,1,1,0.197,.317,0.337,.654
AustinASlaterSlaterRF,CWS,634,1482,210,373,60,9,40,171,180,470.0,48,8,0.252,.342,0.385,.727
DAndreDSmithSmithB,NYM,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
JoshJSmithSmithB,TEX,312,931,119,213,43,2,21,93,99,226.0,16,5,0.229,.323,0.347,.670
PavinPSmithSmithB,AZ,3,6,0,1,0,0,0,0,2,1.0,0,0,0.167,0.375,0.167,0.542
JakeJSniderSniderRF,SD,1,1,1,1,0,0,0,0,1,0.0,0,0,1.0,1.0,1.0,2.0
MichaelMSnyderSnyderB,MIA,1,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
TylerTSoderstromSoderstromC,ATH,2,4,0,1,0,0,0,1,1,0.0,0,0,0.25,0.4,0.25,0.65
NickNSogardSogardB,BOS,31,77,13,21,4,0,0,8,7,25.0,3,0,0.273,.326,0.325,.651
NickNSolakSolakLF,PIT,2,4,0,2,1,0,0,1,0,0.0,1,0,0.5,0.5,0.75,1.25
EdmundoESosaSosaB,PHI,2,5,0,1,0,0,0,2,0,1.0,0,0,0.2,0.2,0.2,0.4
LenynLSosaSosaB,CWS,163,550,43,126,20,0,15,50,18,129.0,3,2,0.229,.257,0.347,.604
LivanLSotoSotoSS,BAL,35,77,12,27,6,1,1,9,8,18.0,1,1,0.351,.407,0.494,.901
GarrettGSpainSpainLF,MIL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
BrettBSquiresSquiresB,KC,2,4,0,0,0,0,0,1,0,3.0,0,0,0.0,0.0,0.0,0.0
JacobJStallingsStallingsC,COL,534,1586,160,379,78,2,33,184,168,395.0,1,1,0.239,.319,0.353,.672
MaxMStassiStassiC,SF,403,1137,136,241,42,2,41,128,119,379.0,0,0,0.212,.295,0.361,.656
SpencerSSteerSteerDH,CIN,1,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
MichaelMStefanicStefanicB,TOR,90,233,18,54,8,1,0,14,23,40.0,0,1,0.232,.317,0.275,.592
SethSStephensonStephensonCF,DET,1,2,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,0.0,0.0
TylerTStephensonStephensonC,CIN,470,1455,212,389,76,3,50,208,150,383.0,2,1,0.267,.343,0.427,.770
CalCStevensonStevensonLF,PHI,3,6,1,1,1,0,0,0,2,2.0,1,0,0.167,0.375,0.333,0.708
TrevorTStoryStorySS,BOS,908,3431,536,909,218,27,179,540,318,1075.0,129,36,0.265,.332,0.501,.833
BrysonBStottStottB,PHI,426,1518,201,388,70,6,36,168,128,282.0,75,10,0.256,.315,0.381,.696
KyleKStowersStowersLF,MIA,117,313,27,65,15,3,6,35,21,115.0,0,1,0.208,.268,0.332,.600
KellenKStrahmStrahmCF,TEX,1,1,1,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0
MylesMStrawStrawCF,TOR,562,1764,251,431,77,9,6,125,187,351.0,89,16,0.244,.316,0.308,.624
ChaseCStrumpfStrumpfB,CHC,4,4,0,0,0,0,0,0,1,0.0,0,0,0.0,0.2,0.0,0.2
GarrettGStubbsStubbsC,PHI,198,460,63,99,17,3,7,45,46,123.0,10,1,0.215,.294,0.311,.605
ChristopherCSueroSueroB,NYM,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AdrinASugasteySugasteyC,SF,2,4,1,1,0,0,0,1,0,0.0,0,0,0.25,0.25,0.25,0.5
LuisLSuisbelSuisbelB,SEA,2,4,0,0,0,0,0,2,0,1.0,0,0,0.0,0.0,0.0,0.0
BrettBSullivanSullivanC,SD,40,97,8,20,3,0,2,8,5,23.0,0,0,0.206,.243,0.299,.542
JaredJSundstromSundstromLF,SEA,1,3,1,1,1,0,0,0,0,1.0,0,0,0.333,0.333,0.667,1.0
DanielDSusacSusacC,ATH,2,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0
JackJSuwinskiSuwinskiLF,PIT,1,1,0,0,0,0,0,0,1,1.0,0,0,0.0,0.5,0.0,0.5
SeiyaSSuzukiSuzukiRF,CHC,381,1424,203,396,80,14,55,193,164,400.0,31,18,0.278,.354,0.47,.824
EugenioESurezSurezB,AZ,1471,5232,740,1300,234,15,276,831,586,1618.0,32,19,0.248,.331,0.457,.788
TravisTSwaggertySwaggertyLF,NYM,5,9,0,1,0,0,0,0,0,4.0,0,0,0.111,.111,0.111,.222
DansbyDSwansonSwansonSS,CHC,1123,4142,596,1042,213,18,140,557,410,1118.0,86,26,0.252,.321,0.413,.734
TreyTSweeneySweeneySS,DET,36,110,11,24,5,0,4,17,7,32.0,2,0,0.218,.269,0.373,.642
DrewDSwiftSwiftB,ATH,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
CharlieCSzykownySzykownyB,SF,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
AliASnchezSnchezDH,TOR,2,5,0,1,0,0,0,0,0,1.0,0,0,0.2,0.2,0.2,0.4
GaryGSnchezSnchezC,BAL,830,2836,404,636,118,3,184,485,308,861.0,6,2,0.224,.309,0.463,.772
JessJSnchezSnchezDH,MIA,1,2,0,1,0,0,0,0,0,1.0,0,0,0.5,0.5,0.5,1.0
YolmerYSnchezSnchezB,LAA,675,2276,253,552,113,24,32,217,165,532.0,30,25,0.243,.299,0.355,.654
MikeMTauchmanTauchmanRF,CWS,474,1215,207,293,60,3,32,155,183,336.0,30,8,0.241,.344,0.374,.718
AmbiorisATavarezTavarezSS,ATL,1,2,0,1,0,0,0,0,0,0.0,1,0,0.5,0.5,0.5,1.0
TimTTawaTawaDH,AZ,4,4,2,1,0,0,0,1,2,1.0,0,0,0.25,0.5,0.25,0.75
BraydenBTaylorTaylorB,TB,3,4,0,0,0,0,0,1,0,2.0,0,0,0.0,0.0,0.0,0.0
CarsonCTaylorTaylorB,PHI,3,5,0,2,0,0,0,1,1,3.0,0,0,0.4,0.5,0.4,0.9
ChrisCTaylorTaylorB,LAD,3,8,1,2,0,0,0,0,1,5.0,0,0,0.25,0.333,0.25,0.583
MichaelAMTaylorTaylorCF,CWS,2,6,0,0,0,0,0,0,0,4.0,0,0,0.0,0.0,0.0,0.0
TyroneTTaylorTaylorLF,NYM,2,3,1,0,0,0,0,0,1,0.0,0,0,0.0,0.4,0.0,0.4
KyleKTeelTeelC,CWS,2,1,1,0,0,0,0,0,2,1.0,0,0,0.0,0.667,0.0,0.667
RowdyRTellezTellezB,SEA,666,2073,244,486,97,3,105,319,193,518.0,4,3,0.234,.303,0.436,.739
JosJTenaTenaB,WSH,62,192,16,50,7,0,3,18,10,54.0,6,1,0.26,.297,0.344,.641
BryceBTeodosioTeodosioLF,LAA,3,3,0,0,0,0,0,1,1,1.0,1,0,0.0,0.2,0.0,0.2
MattMThaissThaissC,CWS,245,663,76,138,23,0,22,79,97,226.0,6,0,0.208,.313,0.342,.655
AlekAThomasThomasCF,AZ,277,850,109,192,39,7,20,95,48,177.0,17,5,0.226,.271,0.359,.630
CodyCThomasThomasCF,TEX,4,7,0,1,0,0,0,1,0,4.0,0,0,0.143,0.143,0.143,0.286
ColbyCThomasThomasLF,ATH,3,4,0,0,0,0,0,0,2,1.0,0,0,0.0,0.333,0.0,0.333
RhylanRThomasThomasLF,SEA,3,5,0,2,1,0,0,0,0,0.0,0,0,0.4,0.4,0.6,1.0
SterlinSThompsonThompsonLF,COL,4,5,0,1,0,0,0,0,0,3.0,0,0,0.2,0.2,0.2,0.4
JamesJTibbsIIITibbsRF,SF,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0
RileyRTirottaTirottaB,TOR,3,6,1,1,0,0,0,0,0,1.0,1,0,0.167,0.167,0.167,0.334
MilanMTolentinoTolentinoB,CLE,2,2,1,1,0,1,0,0,1,1.0,1,0,0.5,0.667,1.5,2.167
