Player,Team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
YerryYDeLosSantosDeLosSantosP,NYY,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
MiguelMDelPozoDelPozoP,SF,0,0,0.00,1,0,0,0,1,1,1.0,1,0,0,0,0,0,1,1.00,.250
ReidRDetmersDetmersP,LAA,0,1,9.00,1,1,0,0,0,0,2.0,3,2,2,0,0,0,1,1.50,.333
TreyTDombroskiDombroskiP,HOU,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0.50,.143
SeranthonySDomnguezDomnguezP,BAL,0,0,18.00,1,0,0,0,0,0,1.0,2,2,2,1,0,1,1,3.00,.400
CamiloCDovalDovalP,SF,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
TommyTDoyleDoyleP,COL,0,0,9.00,2,0,0,0,0,0,2.0,2,2,2,1,0,1,1,1.50,.286
JustinJDunnDunnP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
JhoanJDuranDuranP,MIN,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
JhonathanJDazDazP,SEA,0,1,13.50,1,1,0,0,0,0,2.0,3,3,3,1,0,1,1,2.00,.333
MiguelMDazDazP,SF,0,0,0.00,2,0,0,0,0,0,1.1,0,0,0,0,0,0,1,0.00,.000
JakeJEderEderP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
MagnusMEllertsEllertsP,CLE,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0,0,2,1,3.00,.000
NathanNEovaldiEovaldiP,TEX,0,0,9.00,1,1,0,0,0,0,2.0,2,2,2,0,1,1,1,1.50,.286
JaydennJEstanistaEstanistaP,PHI,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
BuckBFarmerFarmerP,ATL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
CalebCFergusonFergusonP,PIT,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,1,1,0.50,.000
TylerTFergusonFergusonP,ATH,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,2,1,3.00,.250
JoseJFerminFerminP,LAA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
RyanRFernandezFernandezP,STL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
JulianJulFernndezFernndezP,LAD,0,1,47.25,2,0,0,0,0,1,1.1,4,7,7,0,1,3,1,5.25,.500
JoseJFleuryFleuryP,HOU,0,0,4.50,1,0,0,0,1,1,2.0,2,1,1,0,1,0,1,1.00,.250
TaylorTFloydFloydP,SEA,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0.00,.000
MichaelMFlynnFlynnP,TB,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.333
ZachZFogellFogellP,BOS,0,1,162.00,1,0,0,0,0,1,0.1,3,6,6,0,1,2,1,15.00,.750
CameronCFosterFosterP,NYM,0,0,4.50,1,0,0,0,0,1,2.0,2,1,1,0,0,1,1,1.50,.286
CarlosACFranciscoFranciscoP,PHI,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
NickNFrassoFrassoP,LAD,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
LuisLFrasFrasP,CLE,0,1,27.00,1,0,0,0,0,0,0.2,2,4,2,1,1,0,1,3.00,.333
MichaelMFulmerFulmerP,BOS,0,0,0.00,1,0,0,0,0,0,1.2,3,0,0,0,0,1,1,2.40,.429
MattMGageGageP,DET,0,0,18.00,1,0,0,0,0,0,1.0,1,2,2,1,0,2,1,3.00,.333
GiovannyGGallegosGallegosP,LAD,0,0,9.00,2,0,0,0,0,0,2.0,4,2,2,0,0,0,1,2.00,.400
DeiviDGarcaGarcaP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,1,2.00,.400
LuisLGarcaGarcaP,LAD,0,1,13.50,2,0,0,0,0,0,2.0,3,3,3,1,0,0,1,1.50,.333
TristanTGarnettGarnettP,PHI,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0,0,3,1,4.50,.000
ReedRGarrettGarrettP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JordanJGeberGeberP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
IanIGibautGibautP,CIN,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
SpencerSGiestingGiestingP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.333
TylerTGilbertGilbertP,CWS,0,0,0.00,1,1,0,0,0,0,2.0,1,0,0,0,0,0,1,0.50,.167
DomingoDGonzalezGonzalezP,ATL,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,1,2,1,1.50,.167
WikelmanWGonzalezGonzalezP,CWS,0,0,18.00,1,0,0,0,0,0,1.0,2,2,2,2,0,0,1,2.00,.400
ColtonCGordonGordonP,HOU,0,1,13.50,1,1,0,0,0,0,1.1,4,4,2,1,0,1,1,3.75,.500
AnthonyAGoseGoseP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
AndreAGranilloGranilloP,STL,0,0,0.00,1,0,0,0,0,0,0.2,2,2,0,0,0,1,1,4.50,.400
JonJGrayGrayP,TEX,1,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
GerardoGGutierrezGutierrezP,AZ,0,0,9.00,2,0,0,0,0,1,2.0,3,2,2,1,0,0,1,1.50,.375
CarlosCGuzmanGuzmanP,NYM,0,0,6.75,1,0,0,0,0,0,1.1,1,1,1,0,0,1,1,1.50,.200
SkylarSHalesHalesP,TEX,0,0,9.00,1,0,0,0,0,0,1.0,4,2,1,0,0,0,1,4.00,.571
SethSHalvorsenHalvorsenP,COL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,2,1,3.00,.250
DomDHamelHamelP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
DanDHammerHammerP,TB,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
ThomasTHarringtonHarringtonP,PIT,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
TrentTHarrisHarrisP,SF,0,0,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0.00,.000
JackJHartmanHartmanP,TB,0,1,18.00,1,0,0,0,0,0,1.0,1,2,2,1,1,0,1,1.00,.250
DylanDHeidHeidP,BAL,0,0,36.00,1,0,0,0,0,0,1.0,3,4,4,1,0,1,1,4.00,.500
TommyTHenryHenryP,AZ,0,1,27.00,1,1,0,0,0,0,1.1,5,4,4,0,0,0,1,3.75,.625
JimmyJHergetHergetP,COL,0,0,13.50,2,0,0,0,0,1,2.0,4,3,3,1,0,0,1,2.00,.400
KevinKHergetHergetP,NYM,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JoseEJHernandezHernandezP,LAD,0,0,13.50,2,0,0,0,0,0,2.0,2,3,3,1,0,1,1,1.50,.250
NickNHernandezHernandezP,HOU,0,0,5.40,2,0,0,0,0,0,1.2,2,1,1,0,0,0,1,1.20,.286
JonathanJHernndezHernndezP,TB,0,0,5.40,2,0,0,0,0,0,1.2,1,1,1,0,0,3,1,2.40,.167
CodiCHeuerHeuerP,TEX,0,0,108.00,1,0,0,0,0,0,0.1,4,4,4,1,0,1,1,15.00,.800
JakeJHigginbothamHigginbothamP,SD,0,1,10.80,2,0,0,0,0,0,1.2,2,2,2,0,0,3,1,3.00,.333
CooperCHjerpeHjerpeP,STL,0,0,9.00,1,0,0,0,0,0,1.0,3,1,1,0,0,1,1,4.00,.500
PorterPHodgeHodgeP,CHC,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,1,1,0.50,.000
GunnarGHoglundHoglundP,ATH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
GrantGHolmesHolmesP,ATL,0,0,4.50,1,0,0,0,0,0,2.0,2,1,1,1,0,0,1,1.00,.250
BlakeBHolubHolubP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
AdrianAHouserHouserP,TEX,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,1,1,1.00,.143
JoelJHurtadoHurtadoP,LAA,0,0,0.00,1,0,0,0,1,1,0.1,0,0,0,0,0,0,1,0.00,.000
JairoJIriarteIriarteP,CWS,0,1,9.00,1,0,0,0,0,0,2.0,2,2,2,1,0,1,1,1.50,.250
GabrielGJacksonJacksonP,BOS,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,1,1,3.00,.000
JacksonJJobeJobeP,DET,0,0,9.00,1,1,0,0,0,0,2.0,1,2,2,1,0,1,1,1.00,.143
PiercePJohnsonJohnsonP,ATL,1,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.333
RyanRJohnsonJohnsonP,LAA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
HaydenHJuengerJuengerP,TOR,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0,0,1,1,1.00,.000
JansonJJunkJunkP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.333
JaredJKarrosKarrosP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
MitchMKellerKellerP,PIT,0,0,0.00,1,1,0,0,0,0,2.0,3,0,0,0,0,0,1,1.50,.429
BryanBKingKingP,HOU,0,0,18.00,1,0,0,0,0,0,1.0,2,2,2,0,1,2,1,4.00,.400
GrantGKippKippP,CHC,0,0,0.00,1,0,0,0,0,0,1.1,0,0,0,0,0,1,1,0.75,.000
MaxMKranickKranickP,NYM,0,0,0.00,1,1,0,0,0,0,2.0,3,0,0,0,0,0,1,1.50,.429
NickNKrauthKrauthP,TEX,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
EvanEKravetzKravetzP,CIN,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,1,2.00,.400
AustinAKrobKrobP,SD,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,1,2,1,3.00,.333
ChadCKuhlKuhlP,ATL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
CaseyCLawrenceLawrenceP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
KyleKLeahyLeahyP,STL,1,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,1,1,1.00,.000
ErickELealLealP,NYY,0,0,9.00,1,0,0,0,0,1,2.0,1,2,2,1,0,1,1,1.00,.143
JordanJLeasureLeasureP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JosJLeclercLeclercP,ATH,1,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
CaseyCLeguminaLeguminaP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JackJLeiterLeiterP,TEX,0,0,0.00,1,0,0,0,0,0,2.0,2,0,0,0,0,1,1,1.50,.286
MatthewMLiberatoreLiberatoreP,STL,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
BrendonBLittleLittleP,TOR,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
ChristianCLittleLittleP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
JackJLittleLittleP,LAD,0,0,27.00,1,0,0,0,0,0,1.0,4,3,3,0,0,0,1,4.00,.571
BenBLivelyLivelyP,CLE,1,0,4.50,1,1,0,0,0,0,2.0,5,1,1,0,0,1,1,3.00,.500
WyattWLunsfordShenkmanLunsfordShenkmanP,SEA,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
TommyTMaceMaceP,CLE,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
AnthonyAMaldonadoMaldonadoP,ATH,1,0,27.00,2,0,0,0,0,1,1.0,3,3,3,0,0,1,1,4.00,.500
JoeyJManciniManciniP,HOU,0,1,27.00,1,0,0,0,0,0,1.0,1,3,3,0,1,2,1,3.00,.250
JustinJMartinezMartinezP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
ZachZMaxwellMaxwellP,CIN,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,0,1,3.00,.500
DustinDMayMayP,LAD,0,0,0.00,1,1,0,0,0,0,1.0,1,0,0,0,1,0,1,1.00,.333
TimTMayzaMayzaP,PIT,1,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
GarrettGMcDanielsMcDanielsP,LAA,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
TrevorTMcDonaldMcDonaldP,SF,0,0,0.00,1,0,0,0,0,0,2.0,2,1,0,0,0,0,1,1.00,.250
EvanEMcKendryMcKendryP,MIL,0,0,81.00,1,0,0,0,0,0,0.2,5,6,6,0,0,1,1,9.00,.714
TristonTMcKenzieMcKenzieP,CLE,0,0,4.50,1,1,0,0,0,0,2.0,1,1,1,1,0,0,1,0.50,.143
TreyTMcLoughlinMcLoughlinP,NYM,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,1,1.00,.333
JohnJMcMillonMcMillonP,PHI,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
VictorVMederosMederosP,LAA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
AdonisAMedinaMedinaP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
AntonioAMenendezMenendezP,TB,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JuanJMercedesMercedesP,SF,0,0,0.00,1,0,0,0,0,0,2.0,3,1,0,0,0,1,1,2.00,.375
NickNMerkelMerkelP,MIL,0,0,0.00,2,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0.00,.000
RyanRMiddendorfMiddendorfP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
TysonTMillerMillerP,CHC,0,0,27.00,1,0,0,0,0,0,0.2,1,2,2,0,0,2,1,4.50,.500
WyattWMillsMillsP,BOS,0,0,5.40,1,0,0,0,0,0,1.2,1,1,1,1,0,1,1,1.20,.167
CamdenCMinacciMinacciP,LAA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
AnthonyAMisiewiczMisiewiczP,MIN,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JacobJMisiorowskiMisiorowskiP,MIL,1,0,18.00,1,1,0,0,0,0,1.0,1,2,2,0,0,3,1,4.00,.250
CarmenCMlodzinskiMlodzinskiP,PIT,0,0,9.00,1,1,0,0,0,0,2.0,4,2,2,0,0,0,1,2.00,.400
PatrickPMonteverdeMonteverdeP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0.00,.000
LuisLMoralesMoralesP,ATH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
AdrianAMorejonMorejonP,SD,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0.50,.143
NoahNMurdockMurdockP,ATH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
RodderyRMuozMuozP,STL,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,1,0.00,.000
NickNNastriniNastriniP,CWS,0,0,0.00,1,0,0,0,0,0,2.0,2,0,0,0,0,0,1,1.00,.250
KyleKNelsonNelsonP,AZ,0,0,27.00,1,0,0,0,0,1,0.2,3,2,2,2,0,0,1,4.50,.600
KyleKNicolasNicolasP,PIT,0,0,0.00,2,0,0,0,0,1,2.0,0,1,0,0,0,3,1,1.50,.000
CruzCNoriegaNoriegaP,KC,0,0,0.00,1,0,0,0,1,1,1.0,0,0,0,0,0,0,1,0.00,.000
DanielDNunezNunezP,AZ,0,0,18.00,1,0,0,0,0,0,1.0,3,2,2,0,0,0,1,3.00,.500
EduarnielENunezNunezP,SD,0,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0.50,.143
JackJOLoughlinOLoughlinP,COL,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,1,1,0.50,.000
GeraldGOgandoOgandoP,BAL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
LuisLLOrtizOrtizP,CLE,0,1,40.50,1,1,0,0,0,0,1.1,6,6,6,1,0,1,1,5.25,.600
ConnorCOvertonOvertonP,NYM,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,1.00,.250
TylerTOwensOwensP,DET,1,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
NicholasNPadillaPadillaP,PHI,1,0,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0.50,.143
EmilioEPagnPagnP,CIN,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
ThomasTPannonePannoneP,MIL,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,1,1.00,.250
MitchellMParkerParkerP,WSH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
PaulshawnPPasqualottoPasqualottoP,MIN,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
ChadCPatrickPatrickP,MIL,0,0,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
ElvisEPegueroPegueroP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
CDCPelhamPelhamP,ATH,0,0,9.00,2,0,0,0,0,0,2.0,4,2,2,0,0,1,1,2.50,.444
WalterWPenningtonPenningtonP,TEX,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
AngelAPerdomoPerdomoP,ATL,0,0,0.00,2,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
ChaseCPettyPettyP,CIN,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,1,1,0.50,.000
ConnorCPhillipsPhillipsP,CIN,0,0,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,2,1,1.00,.000
MichaelMPlassmeyerPlassmeyerP,TEX,0,0,18.00,1,0,0,0,0,1,1.0,5,2,2,0,0,0,1,5.00,.833
ZachZPopPopP,TOR,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
CodyCPoteetPoteetP,CHC,1,0,10.80,2,1,0,0,0,0,3.1,5,4,4,1,1,3,1,2.40,.357
CadeCPovichPovichP,BAL,1,0,0.00,1,1,0,0,0,0,2.0,0,0,0,0,0,0,1,0.00,.000
RyanRPresslyPresslyP,CHC,0,0,13.50,1,0,0,0,0,0,0.2,2,1,1,0,0,1,1,4.50,.500
AJAPuckettPuckettP,CHC,0,0,27.00,1,0,0,0,0,0,0.2,1,2,2,1,1,2,1,4.50,.333
AlanARangelRangelP,PHI,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,1,1,1.00,.143
DylanDRayRayP,AZ,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,1,2.00,.400
OrlandoORibaltaRibaltaP,WSH,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
TrevorTRichardsRichardsP,CHC,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
LyonLRichardsonRichardsonP,CIN,0,0,18.00,1,0,0,0,0,1,1.0,2,2,2,1,1,0,1,2.00,.400
ChristianCRoaRoaP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
JoeJRockRockP,TB,1,0,0.00,1,1,0,0,0,0,2.0,2,0,0,0,0,1,1,1.50,.286
KumarKRockerRockerP,TEX,0,1,36.00,1,1,0,0,0,0,1.0,4,4,4,0,1,0,1,4.00,.571
BrodyBRodningRodningP,HOU,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,2.00,.250
CarlosCRodriguezRodriguezP,MIL,0,0,0.00,1,1,0,0,0,0,1.0,2,0,0,0,0,0,1,2.00,.400
CarlosCRodnRodnP,NYY,0,0,10.13,1,1,0,0,0,0,2.2,5,3,3,0,0,1,1,2.25,.417
JohnJRooneyRooneyP,MIA,1,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
AaronARozekRozekP,MIN,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
JasonJRuffcornRuffcornP,SEA,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
ZaneZRussellRussellP,AZ,1,0,0.00,2,0,0,0,0,0,1.1,1,0,0,0,0,2,1,2.25,.200
JacksonJRutledgeRutledgeP,WSH,0,0,18.00,1,0,0,0,0,0,1.0,0,2,2,0,0,4,1,4.00,.000
RyanRSandbergSandbergP,MIL,0,0,13.50,1,0,0,0,0,0,0.2,0,1,1,0,0,3,1,4.50,.000
ReiverRSanmartinSanmartinP,CIN,0,0,0.00,1,0,0,0,0,0,1.0,3,1,0,0,0,0,1,3.00,.500
TaylerTSaucedoSaucedoP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
ShaySSchanamanSchanamanP,ATL,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
GarrettGSchoenleSchoenleP,CWS,0,0,0.00,2,0,0,0,0,0,1.2,0,0,0,0,0,0,1,0.00,.000
JohnJSchreiberSchreiberP,KC,0,0,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
AustinASchulferSchulferP,PHI,0,0,9.00,2,0,0,0,0,1,2.0,4,2,2,0,0,0,1,2.00,.444
PaxtonPSchultzSchultzP,TOR,0,0,18.00,1,0,0,0,1,1,1.0,3,2,2,0,0,1,1,4.00,.500
TJTShookShookP,NYM,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,1,2.00,.400
AveryAShortShortP,AZ,0,0,0.00,2,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
JaredJShusterShusterP,CWS,0,1,22.50,1,1,0,0,0,0,2.0,5,5,5,0,0,1,1,3.00,.455
ChaseCSilsethSilsethP,LAA,0,0,20.25,1,0,0,0,0,0,1.1,2,4,3,1,0,2,1,3.00,.286
JoshJSimpsonSimpsonP,MIA,0,0,18.00,1,0,0,0,0,0,1.0,1,2,2,1,0,1,1,2.00,.250
LandonLSimsSimsP,AZ,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,2,1,3.00,.250
JackJSinclairSinclairP,WSH,0,0,0.00,1,0,0,0,0,0,1.0,2,0,0,0,0,0,1,2.00,.400
ShaneSSmithSmithP,CWS,0,1,21.60,1,1,0,0,0,0,1.2,1,4,4,0,0,3,1,2.40,.200
BlakeBSnellSnellP,LAD,0,0,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,1,1.00,.250
JosJSorianoSorianoP,LAA,0,0,0.00,1,1,0,0,0,0,2.0,1,0,0,0,0,1,1,1.00,.167
ListherLSosaSosaP,AZ,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
CarterCSpiveySpiveyP,CLE,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
GarrettGStallingsStallingsP,MIL,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1.00,.000
DaleDStanavichStanavichP,MIA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
KevinKStevensStevensP,NYY,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
MarcusMStromanStromanP,NYY,1,0,0.00,1,1,0,0,0,0,1.0,2,0,0,0,0,0,1,2.00,.400
PeterPStrzeleckiStrzeleckiP,PIT,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
TylerTStuartStuartP,WSH,1,0,18.00,1,0,0,0,0,1,1.0,1,2,2,0,0,1,1,2.00,.250
GrantGTaylorTaylorP,CWS,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
ShaneSTelferTelferP,AZ,0,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,2,1,1,3.00,.000
ConnorCThomasThomasP,MIL,0,0,0.00,1,0,0,0,0,0,1.2,0,0,0,0,0,2,1,1.20,.000
BladeBTidwellTidwellP,NYM,0,0,13.50,1,1,0,0,0,0,2.0,4,3,3,1,0,1,1,2.50,.444
JesusJTinocoTinocoP,MIA,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,0,0,2,1,3.00,.250
BlakeBTreinenTreinenP,LAD,0,0,27.00,1,0,0,0,0,0,1.0,3,3,3,1,0,0,1,3.00,.500
KyleKTylerTylerP,PHI,0,0,0.00,1,0,0,0,0,0,2.0,2,1,0,0,0,1,1,1.50,.250
PeterPVanLoonVanLoonP,BAL,0,0,13.50,1,0,0,0,0,0,0.2,2,1,1,0,0,2,1,6.00,.500
CarlosCVargasVargasP,SEA,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
AlfredAVegaVegaP,NYM,0,0,13.50,1,0,0,0,0,1,1.1,2,2,2,0,1,2,1,3.00,.333
VinceVVelasquezVelasquezP,CLE,0,0,4.50,1,0,0,0,0,0,2.0,1,1,1,0,0,3,1,2.00,.143
JustinJVerlanderVerlanderP,SF,0,0,4.50,1,1,0,0,0,0,2.0,1,1,1,1,0,1,1,1.00,.143
AlexAVesiaVesiaP,LAD,0,0,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0.00,.000
NickNVespiVespiP,PHI,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,1,0,1,2.00,.400
JesseJWainscottWainscottP,SEA,1,0,0.00,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0.00,.000
RyanRWalkerWalkerP,SF,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,0,1,2.00,.500
BlakeBWalstonWalstonP,AZ,0,0,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,2,1,1.50,.200
BrandonBWalterWalterP,HOU,0,0,9.00,1,0,0,0,0,0,1.0,2,1,1,0,0,1,1,3.00,.500
AndrewAWaltersWaltersP,CLE,0,1,81.00,1,0,0,0,0,0,0.1,1,3,3,0,0,2,1,9.00,.500
